RowName,NameValue,bFeminine,bMasculine,Population,EthnicGroups
Katherine,Katherine,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Kathleen,Kathleen,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Kawika,Kawika,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kaya,Kaya,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kazuki,Kazuki,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kazumi,Kazumi,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kealani,Kealani,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Keanu,Keanu,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kei,Kei,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kei,Kei,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Keiko,Keiko,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kele,Kele,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kelly,Kelly,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Kelly,Kelly,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Kenji,Kenji,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kenneth,Kenneth,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Kenta,Kenta,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Keoki,Keoki,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kevin,Kevin,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Kevin,Kevin,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Kimama,Kimama,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kimana,Kimana,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kimberly,Kimberly,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Kimo,Kimo,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kimo,Kimo,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kitchi,Kitchi,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kiyoshi,Kiyoshi,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Koa,Koa,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Koa,Koa,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Kohaku,Kohaku,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kohana,Kohana,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Koi,Koi,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Koi,Koi,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Koji,Koji,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Koko,Koko,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kosumi,Kosumi,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Kou,Kou,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Kwani,Kwani,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Laka,Laka,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Lani,Lani,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Larry,Larry,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Laura,Laura,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Laura,Laura,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Lauren,Lauren,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Lehua,Lehua,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Leilani,Leilani,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Leotie,Leotie,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Leslie,Leslie,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Leslie,Leslie,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Liko,Liko,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Lilo,Lilo,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Linda,Linda,True,False,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Lisa,Lisa,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Lohiau,Lohiau,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Lokelani,Lokelani,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Luana,Luana,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Lucia,Lucia,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Luis,Luis,False,True,0.019,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Luisa,Luisa,True,False,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Lulana,Lulana,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mahealani,Mahealani,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mahina,Mahina,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mahpee,Mahpee,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Maiara,Maiara,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Maikoh,Maikoh,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Makana,Makana,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Makani,Makani,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Makani,Makani,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Makoto,Makoto,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Makoto,Makoto,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Maleko,Maleko,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Malia,Malia,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Malie,Malie,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Malulani,Malulani,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mana,Mana,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mana,Mana,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Manuel,Manuel,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Marco,Marco,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Marcos,Marcos,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Margaret,Margaret,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Maria,Maria,True,False,0.022,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Marilyn,Marilyn,True,False,0.006,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Marina,Marina,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Marisol,Marisol,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Mark,Mark,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Martina,Martina,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Martín,Martín,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Mary,Mary,True,False,0.022,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Masato,Masato,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Mato,Mato,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Matthew,Matthew,False,True,0.019,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Maui,Maui,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Mei,Mei,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Melia,Melia,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Melissa,Melissa,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Michael,Michael,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Michael,Michael,False,True,0.022,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Michelle,Michelle,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Michi,Michi,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Midori,Midori,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Miguel,Miguel,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Mika,Mika,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Mika,Mika,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Miliani,Miliani,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Minato,Minato,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Misaki,Misaki,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Misu,Misu,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Misu,Misu,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Misu,Misu,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Mizuki,Mizuki,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Moana,Moana,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Moe,Moe,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Monica,Monica,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Morgan,Morgan,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Muna,Muna,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Naia,Naia,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Naira,Naira,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Nalu,Nalu,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nana,Nana,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nancy,Nancy,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Nani,Nani,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nani,Nani,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nao,Nao,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Naoki,Naoki,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Naomi,Naomi,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Nascha,Nascha,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Nathaniel,Nathaniel,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Natsuki,Natsuki,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Nicholas,Nicholas,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Nicholas,Nicholas,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Nicole,Nicole,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Nobu,Nobu,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Nodin,Nodin,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Noe,Noe,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Noelani,Noelani,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Noelani,Noelani,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Noelani,Noelani,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nohea,Nohea,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nohea,Nohea,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Nova,Nova,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Okalani,Okalani,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Oke,Oke,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Okelani,Okelani,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Ola,Ola,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Ona,Ona,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Onida,Onida,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Orenda,Orenda,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Oscar,Oscar,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Pakuna,Pakuna,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Palila,Palila,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Pamela,Pamela,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Paola,Paola,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Pat,Pat,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Pat,Pat,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Patricia,Patricia,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Patrick,Patrick,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Paul,Paul,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Pavati,Pavati,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Pedro,Pedro,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Pili,Pili,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Pono,Pono,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Pu,Pu,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Pua,Pua,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Rafael,Rafael,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Ramiro,Ramiro,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Ramon,Ramon,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Raquel,Raquel,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Raul,Raul,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Raul,Raul,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Raymond,Raymond,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Raymond,Raymond,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Rebecca,Rebecca,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Reese,Reese,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Reese,Reese,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Rei,Rei,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Reina,Reina,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Ren,Ren,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Ren,Ren,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Reyna,Reyna,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Ricardo,Ricardo,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Richard,Richard,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Riko,Riko,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Riku,Riku,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Riley,Riley,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Riley,Riley,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Rin,Rin,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Rin,Rin,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Rina,Rina,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Robert,Robert,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Roberto,Roberto,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Robin,Robin,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Robin,Robin,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Rocio,Rocio,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Rogelio,Rogelio,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Ronald,Ronald,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Rosa,Rosa,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Rowtag,Rowtag,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Ruben,Ruben,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Ruth,Ruth,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Ryan,Ryan,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Ryan,Ryan,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Ryo,Ryo,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Ryo,Ryo,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Ryota,Ryota,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Ryu,Ryu,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Sacnite,Sacnite,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Sakari,Sakari,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Saki,Saki,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Sakima,Sakima,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Sakura,Sakura,True,False,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Salvador,Salvador,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Samuel,Samuel,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Samuel,Samuel,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Sandra,Sandra,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Sani,Sani,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Santiago,Santiago,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Saori,Saori,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Sarah,Sarah,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Sasa,Sasa,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Satoshi,Satoshi,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Sayaka,Sayaka,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Scott,Scott,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Scott,Scott,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Sequoia,Sequoia,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Shappa,Shappa,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Sharon,Sharon,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Shayla,Shayla,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Shigeru,Shigeru,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shiloh,Shiloh,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Shin,Shin,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shin,Shin,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shinji,Shinji,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shion,Shion,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shirley,Shirley,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Shota,Shota,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Shun,Shun,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Silvia,Silvia,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Sitala,Sitala,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Skyler,Skyler,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Skyler,Skyler,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Sofia,Sofia,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Sora,Sora,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Stephanie,Stephanie,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Stephen,Stephen,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Stephen,Stephen,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Steven,Steven,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Susan,Susan,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Tadewi,Tadewi,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tahoe,Tahoe,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tahoe,Tahoe,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Taiga,Taiga,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Takashi,Takashi,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Takeshi,Takeshi,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Takoda,Takoda,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Takoda,Takoda,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Takumi,Takumi,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Tala,Tala,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tala,Tala,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tamaki,Tamaki,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Tamaya,Tamaya,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Taro,Taro,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Tasunke,Tasunke,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
